disruption_id,service_code,operator,disruption_type,start_time,duration_min,severity,affected_stops,resolved
D003706,N23,UrbanNight Express,Road Closure,2024-12-24 02:28:00,104,Medium,5,True
D003707,N5,UrbanNight Express,Special Event,2024-12-07 03:24:00,102,Medium,15,True
D003708,N26,StarRoute Services,Accident,2024-12-22 04:30:00,101,Medium,14,True
D003709,N14,NightLine Ltd,Special Event,2024-12-31 02:35:00,55,Medium,3,True
D003710,N26,MidCity Transit,Police Incident,2024-11-06 23:34:00,72,High,6,False
D003711,N12,Capital Night Buses,Vehicle Breakdown,2024-10-22 05:16:00,113,Medium,15,True
D003712,N13,UrbanNight Express,Special Event,2024-10-02 22:50:00,107,Low,13,True
D003713,N8,Capital Night Buses,Police Incident,2024-10-13 03:53:00,119,Medium,5,True
D003714,N23,UrbanNight Express,Special Event,2024-10-11 22:07:00,32,Low,12,True
D003715,N15,UrbanNight Express,Special Event,2024-12-19 01:13:00,159,Low,12,True
D003716,N5,UrbanNight Express,Police Incident,2024-10-24 22:16:00,6,Low,2,True
D003717,N22,UrbanNight Express,Accident,2024-10-31 05:29:00,123,Low,7,True
D003718,N22,MidCity Transit,Flooding,2024-12-31 23:18:00,113,Low,11,True
D003719,N6,NightLine Ltd,Police Incident,2024-12-17 02:51:00,157,Low,9,False
D003720,N8,UrbanNight Express,Road Closure,2024-12-07 04:46:00,78,Low,10,True
D003721,N23,MidCity Transit,Vehicle Breakdown,2024-11-05 22:37:00,156,Medium,16,True
D003722,N27,Capital Night Buses,Accident,2024-10-23 23:30:00,22,Medium,16,True
D003723,N2,UrbanNight Express,Vehicle Breakdown,2024-11-28 22:54:00,112,Low,10,True
D003724,N20,MidCity Transit,Accident,2024-12-31 03:43:00,82,High,7,True
D003725,N14,StarRoute Services,Police Incident,2024-10-16 05:02:00,113,Low,3,True
D003726,N5,Capital Night Buses,Flooding,2024-12-03 00:12:00,85,Medium,14,True
D003727,N18,NightLine Ltd,Special Event,2024-10-05 02:40:00,117,Low,6,False
D003728,N2,StarRoute Services,Road Closure,2024-11-15 02:22:00,144,Medium,8,True
D003729,N2,UrbanNight Express,Accident,2024-11-16 23:28:00,81,Low,19,True
D003730,N5,NightLine Ltd,Police Incident,2024-12-05 23:36:00,178,Medium,11,True
D003731,N28,NightLine Ltd,Road Closure,2024-11-04 23:53:00,177,Low,11,True
D003732,N20,UrbanNight Express,Accident,2024-11-26 01:39:00,55,High,3,True
D003733,N3,MidCity Transit,Accident,2024-11-27 05:02:00,160,Low,1,True
D003734,N17,StarRoute Services,Police Incident,2024-11-13 01:17:00,16,Low,15,True
D003735,N2,Capital Night Buses,Vehicle Breakdown,2024-11-24 22:38:00,34,Low,10,True
D003736,N30,UrbanNight Express,Special Event,2024-12-21 01:59:00,58,Low,18,True
D003737,N22,StarRoute Services,Accident,2024-11-26 23:19:00,135,Medium,18,True
D003738,N7,NightLine Ltd,Vehicle Breakdown,2024-12-26 22:19:00,151,Low,2,True
D003739,N2,NightLine Ltd,Police Incident,2024-12-23 03:58:00,126,High,11,True
D003740,N9,NightLine Ltd,Vehicle Breakdown,2024-11-22 23:56:00,20,Medium,1,True
D003741,N27,MidCity Transit,Special Event,2024-11-05 04:44:00,87,High,13,True
D003742,N13,NightLine Ltd,Police Incident,2024-11-11 23:50:00,86,Low,5,True
D003743,N1,Capital Night Buses,Accident,2024-10-14 02:36:00,16,High,9,True
D003744,N21,NightLine Ltd,Vehicle Breakdown,2024-11-03 04:25:00,179,Low,18,False
D003745,N23,UrbanNight Express,Vehicle Breakdown,2024-11-06 23:30:00,162,Low,16,True
D003746,N21,NightLine Ltd,Accident,2024-12-02 22:57:00,30,Medium,14,True
D003747,N27,NightLine Ltd,Accident,2024-11-28 05:02:00,58,Low,10,True
D003748,N27,MidCity Transit,Special Event,2024-10-26 04:57:00,21,Medium,11,False
D003749,N4,Capital Night Buses,Road Closure,2024-11-03 02:38:00,98,Low,4,True
D003750,N28,NightLine Ltd,Special Event,2024-12-20 01:03:00,157,Medium,19,True
D003751,N27,NightLine Ltd,Police Incident,2024-12-12 00:29:00,88,Medium,17,False
D003752,N10,MidCity Transit,Road Closure,2024-11-25 04:05:00,80,Low,6,True
D003753,N6,Capital Night Buses,Police Incident,2024-10-25 01:15:00,13,High,13,True
D003754,N17,NightLine Ltd,Special Event,2024-10-05 23:47:00,46,Medium,16,True
D003755,N17,StarRoute Services,Special Event,2024-11-24 02:09:00,118,Low,4,True
D003756,N27,StarRoute Services,Police Incident,2024-12-13 00:46:00,29,Low,4,True
D003757,N23,StarRoute Services,Police Incident,2024-12-28 02:40:00,11,Low,2,False
D003758,N24,MidCity Transit,Flooding,2024-12-03 01:15:00,170,Medium,5,False
D003759,N18,Capital Night Buses,Flooding,2024-11-07 00:31:00,11,High,7,True
D003760,N23,NightLine Ltd,Flooding,2024-12-23 00:27:00,32,Medium,6,True
D003761,N27,Capital Night Buses,Special Event,2024-10-28 02:04:00,121,Medium,14,False
D003762,N1,StarRoute Services,Accident,2024-11-25 02:08:00,9,Low,4,True
D003763,N28,MidCity Transit,Flooding,2024-12-30 00:52:00,123,Low,7,False
D003764,N18,UrbanNight Express,Vehicle Breakdown,2024-12-09 03:40:00,87,Low,1,True
D003765,N30,StarRoute Services,Road Closure,2024-10-25 23:57:00,18,Low,13,True
D003766,N24,NightLine Ltd,Accident,2024-11-05 03:00:00,45,Medium,19,True
D003767,N4,NightLine Ltd,Flooding,2024-12-08 01:07:00,66,Low,17,True
D003768,N13,MidCity Transit,Police Incident,2024-12-11 02:38:00,170,Medium,5,True
D003769,N9,StarRoute Services,Special Event,2024-10-03 23:38:00,78,Low,17,False
D003770,N27,StarRoute Services,Vehicle Breakdown,2024-12-03 22:32:00,100,Low,4,True
D003771,N11,NightLine Ltd,Special Event,2024-12-27 00:26:00,79,Low,7,True
D003772,N6,Capital Night Buses,Accident,2024-12-26 02:37:00,137,High,8,True
D003773,N19,Capital Night Buses,Accident,2024-11-29 22:37:00,104,High,2,True
D003774,N14,StarRoute Services,Accident,2024-12-03 05:21:00,27,Low,8,True
D003775,N4,NightLine Ltd,Police Incident,2024-10-25 03:12:00,114,Medium,7,False
D003776,N23,UrbanNight Express,Police Incident,2024-12-05 00:04:00,18,Low,2,True
D003777,N6,MidCity Transit,Special Event,2024-12-09 04:28:00,161,Medium,2,True
D003778,N11,UrbanNight Express,Vehicle Breakdown,2024-11-19 22:18:00,27,High,19,True
D003779,N2,MidCity Transit,Police Incident,2024-12-18 04:12:00,26,Low,7,True
D003780,N1,StarRoute Services,Special Event,2024-12-27 04:53:00,34,Low,11,False
D003781,N11,StarRoute Services,Road Closure,2024-10-29 03:09:00,38,Medium,19,True
D003782,N7,StarRoute Services,Vehicle Breakdown,2024-12-21 02:00:00,37,Medium,13,True
D003783,N12,Capital Night Buses,Special Event,2024-10-22 01:57:00,108,Low,10,True
D003784,N7,MidCity Transit,Special Event,2024-10-29 23:25:00,82,Low,4,True
D003785,N1,MidCity Transit,Accident,2024-10-20 23:42:00,107,Low,5,False
D003786,N28,NightLine Ltd,Flooding,2024-11-04 01:41:00,168,Low,17,True
D003787,N21,StarRoute Services,Special Event,2024-12-18 22:54:00,85,Medium,3,True
D003788,N27,NightLine Ltd,Police Incident,2024-11-23 04:44:00,103,Medium,9,True
D003789,N1,StarRoute Services,Special Event,2024-10-22 01:12:00,38,Low,5,True
D003790,N26,MidCity Transit,Accident,2024-10-21 05:15:00,37,Medium,3,True
D003791,N2,MidCity Transit,Road Closure,2024-12-01 05:24:00,137,High,11,True
D003792,N11,StarRoute Services,Accident,2024-10-30 02:07:00,143,High,2,True
D003793,N7,Capital Night Buses,Flooding,2024-10-12 22:30:00,157,Low,8,False
D003794,N6,StarRoute Services,Vehicle Breakdown,2024-12-09 23:28:00,69,Medium,9,True
D003795,N11,StarRoute Services,Accident,2024-10-09 02:12:00,36,Medium,15,True
D003796,N12,MidCity Transit,Special Event,2024-10-16 00:39:00,175,Medium,4,True
D003797,N1,UrbanNight Express,Road Closure,2024-10-07 00:54:00,13,High,9,True
D003798,N1,MidCity Transit,Police Incident,2024-12-01 03:46:00,56,Low,9,True
D003799,N19,UrbanNight Express,Road Closure,2024-10-02 00:45:00,76,Medium,1,False
D003800,N15,MidCity Transit,Special Event,2024-10-07 00:23:00,129,Medium,12,True
D003801,N20,UrbanNight Express,Flooding,2024-11-09 22:02:00,155,High,11,True
D003802,N17,UrbanNight Express,Police Incident,2024-10-10 02:04:00,148,Medium,18,True
D003803,N19,MidCity Transit,Accident,2024-10-22 01:49:00,104,High,14,True
D003804,N22,StarRoute Services,Road Closure,2024-11-27 01:35:00,75,Low,18,True
D003805,N30,Capital Night Buses,Accident,2024-10-27 22:26:00,77,Medium,18,True
D003806,N18,NightLine Ltd,Flooding,2024-12-23 22:02:00,137,Low,13,True
D003807,N20,StarRoute Services,Police Incident,2024-11-04 04:07:00,61,High,10,True
D003808,N2,MidCity Transit,Flooding,2024-12-22 00:05:00,91,Low,14,True
D003809,N5,MidCity Transit,Flooding,2024-10-26 01:11:00,28,Low,18,False
D003810,N8,NightLine Ltd,Vehicle Breakdown,2024-12-13 22:52:00,46,Low,18,True
D003811,N23,NightLine Ltd,Vehicle Breakdown,2024-11-09 03:41:00,46,High,2,True
D003812,N9,StarRoute Services,Special Event,2024-11-10 22:11:00,42,Low,4,False
D003813,N4,MidCity Transit,Special Event,2024-12-04 02:59:00,96,High,1,True
D003814,N14,UrbanNight Express,Road Closure,2024-11-12 05:04:00,86,Low,3,True
D003815,N23,MidCity Transit,Police Incident,2024-10-12 00:18:00,159,Medium,3,False
D003816,N5,NightLine Ltd,Vehicle Breakdown,2024-11-16 05:58:00,87,High,12,True
D003817,N25,NightLine Ltd,Police Incident,2024-10-29 05:29:00,81,Low,9,True
D003818,N8,NightLine Ltd,Special Event,2024-10-20 01:57:00,36,High,19,True
D003819,N7,UrbanNight Express,Vehicle Breakdown,2024-11-14 02:03:00,178,High,13,True
D003820,N21,MidCity Transit,Police Incident,2024-10-28 03:34:00,178,Low,4,True
D003821,N27,StarRoute Services,Accident,2024-12-26 05:32:00,85,Low,13,True
D003822,N14,StarRoute Services,Accident,2024-11-14 01:47:00,154,Low,19,True
D003823,N19,NightLine Ltd,Accident,2024-11-20 02:58:00,95,Medium,19,True
D003824,N26,Capital Night Buses,Accident,2024-11-11 04:15:00,173,Low,10,False
D003825,N23,StarRoute Services,Police Incident,2024-10-20 03:58:00,58,Low,12,False
D003826,N10,NightLine Ltd,Special Event,2024-12-22 00:41:00,67,Low,9,False
D003827,N15,NightLine Ltd,Flooding,2024-12-03 04:31:00,105,Medium,16,True
D003828,N22,StarRoute Services,Road Closure,2024-10-28 05:31:00,17,Low,13,False
D003829,N25,UrbanNight Express,Police Incident,2024-11-09 02:53:00,36,Low,3,True
D003830,N5,MidCity Transit,Vehicle Breakdown,2024-12-08 01:56:00,61,Low,4,True
D003831,N20,UrbanNight Express,Accident,2024-10-24 03:19:00,115,Low,18,True
D003832,N29,StarRoute Services,Accident,2024-11-01 23:54:00,132,Low,18,True
D003833,N9,UrbanNight Express,Accident,2024-12-07 23:00:00,81,Low,9,True
D003834,N8,NightLine Ltd,Road Closure,2024-11-19 05:19:00,80,Medium,5,True
D003835,N30,Capital Night Buses,Special Event,2024-11-01 05:20:00,77,High,2,True
D003836,N8,UrbanNight Express,Vehicle Breakdown,2024-11-17 01:51:00,120,Medium,2,True
D003837,N7,MidCity Transit,Accident,2024-11-24 05:13:00,113,High,18,True
D003838,N26,NightLine Ltd,Vehicle Breakdown,2024-12-17 04:05:00,118,High,19,True
D003839,N7,NightLine Ltd,Police Incident,2024-11-06 04:02:00,54,Low,1,True
D003840,N16,Capital Night Buses,Special Event,2024-11-11 22:07:00,179,Medium,3,False
D003841,N4,NightLine Ltd,Road Closure,2024-11-18 04:40:00,137,High,17,True
D003842,N10,UrbanNight Express,Road Closure,2024-10-28 00:40:00,31,Low,1,True
D003843,N16,MidCity Transit,Accident,2024-10-21 03:19:00,72,Low,6,False
D003844,N23,Capital Night Buses,Flooding,2024-10-19 01:08:00,71,Medium,4,True
D003845,N14,NightLine Ltd,Accident,2024-10-01 05:49:00,38,High,4,True
D003846,N22,MidCity Transit,Police Incident,2024-11-24 05:23:00,85,Low,18,True
D003847,N30,NightLine Ltd,Road Closure,2024-10-07 00:19:00,38,Low,19,False
D003848,N15,Capital Night Buses,Special Event,2024-10-19 02:04:00,35,High,10,True
D003849,N18,MidCity Transit,Special Event,2024-10-20 03:17:00,76,Medium,19,True
D003850,N20,StarRoute Services,Road Closure,2024-10-17 05:53:00,147,Low,2,True
D003851,N16,NightLine Ltd,Police Incident,2024-11-15 02:23:00,94,Low,11,True
D003852,N2,MidCity Transit,Police Incident,2024-12-24 02:35:00,109,Low,8,True
D003853,N20,UrbanNight Express,Accident,2024-10-09 23:52:00,109,Medium,5,False
D003854,N20,Capital Night Buses,Police Incident,2024-12-18 03:11:00,6,Low,19,True
D003855,N22,NightLine Ltd,Road Closure,2024-12-21 01:52:00,10,High,17,True
D003856,N28,NightLine Ltd,Vehicle Breakdown,2024-11-04 04:43:00,149,Medium,10,True
D003857,N2,Capital Night Buses,Vehicle Breakdown,2024-10-07 04:32:00,59,Low,19,True
D003858,N1,UrbanNight Express,Accident,2024-12-27 22:40:00,143,Medium,17,False
D003859,N28,UrbanNight Express,Flooding,2024-12-21 04:24:00,94,Low,15,True
D003860,N8,MidCity Transit,Vehicle Breakdown,2024-11-19 22:35:00,75,High,13,True
D003861,N13,NightLine Ltd,Vehicle Breakdown,2024-10-17 02:05:00,65,Medium,8,True
D003862,N17,StarRoute Services,Vehicle Breakdown,2024-10-09 02:59:00,90,Medium,5,True
D003863,N25,UrbanNight Express,Police Incident,2024-12-28 22:28:00,158,Medium,12,False
D003864,N7,UrbanNight Express,Accident,2024-12-03 23:58:00,6,Low,10,True
D003865,N15,MidCity Transit,Special Event,2024-10-29 03:27:00,27,Low,14,True
D003866,N16,MidCity Transit,Flooding,2024-11-25 23:58:00,124,Low,12,True
D003867,N20,Capital Night Buses,Police Incident,2024-10-02 02:41:00,156,Medium,10,True
D003868,N17,MidCity Transit,Flooding,2024-12-18 04:00:00,116,Medium,10,True
D003869,N23,StarRoute Services,Accident,2024-11-23 05:15:00,159,Low,1,True
D003870,N29,UrbanNight Express,Road Closure,2024-12-23 01:41:00,129,Medium,2,True
D003871,N25,NightLine Ltd,Special Event,2024-12-09 04:22:00,85,Medium,6,True
D003872,N23,Capital Night Buses,Special Event,2024-11-30 02:02:00,56,Low,7,True
D003873,N15,UrbanNight Express,Road Closure,2024-11-12 03:31:00,7,Medium,12,True
D003874,N19,NightLine Ltd,Flooding,2024-10-09 04:45:00,179,Low,10,True
D003875,N16,NightLine Ltd,Vehicle Breakdown,2024-11-04 23:52:00,5,Low,9,True
D003876,N18,StarRoute Services,Accident,2024-11-13 23:02:00,31,Low,2,True
D003877,N26,Capital Night Buses,Vehicle Breakdown,2024-12-31 01:25:00,160,Medium,13,True
D003878,N8,MidCity Transit,Accident,2024-12-19 02:15:00,90,Medium,18,True
D003879,N22,NightLine Ltd,Accident,2024-11-06 01:13:00,9,Low,11,True
D003880,N20,MidCity Transit,Road Closure,2024-11-26 23:39:00,65,Medium,5,True
D003881,N19,NightLine Ltd,Flooding,2024-12-10 04:13:00,102,Medium,8,True
D003882,N1,Capital Night Buses,Flooding,2024-12-22 05:42:00,113,Medium,2,True
D003883,N15,UrbanNight Express,Police Incident,2024-10-11 03:30:00,27,Medium,14,True
D003884,N9,Capital Night Buses,Vehicle Breakdown,2024-10-15 03:39:00,120,Low,13,True
D003885,N3,StarRoute Services,Road Closure,2024-11-11 22:19:00,129,Low,19,True
D003886,N10,Capital Night Buses,Accident,2024-12-02 01:42:00,25,Low,15,True
D003887,N24,NightLine Ltd,Police Incident,2024-10-01 23:04:00,111,Medium,10,True
D003888,N13,MidCity Transit,Special Event,2024-12-02 22:22:00,137,Low,13,False
D003889,N26,MidCity Transit,Special Event,2024-11-18 01:47:00,113,Medium,5,True
D003890,N22,StarRoute Services,Police Incident,2024-10-24 00:52:00,127,Low,9,True
D003891,N28,NightLine Ltd,Road Closure,2024-12-16 03:19:00,37,Medium,15,True
D003892,N8,StarRoute Services,Special Event,2024-10-13 04:25:00,22,Low,14,False
D003893,N11,Capital Night Buses,Road Closure,2024-11-15 01:40:00,41,Medium,10,True
D003894,N7,NightLine Ltd,Police Incident,2024-12-14 05:07:00,99,Low,11,True
D003895,N29,MidCity Transit,Accident,2024-12-16 05:23:00,91,Low,12,True
D003896,N12,NightLine Ltd,Road Closure,2024-12-17 01:10:00,19,Medium,11,True
D003897,N11,NightLine Ltd,Vehicle Breakdown,2024-12-10 04:30:00,37,Medium,12,True
D003898,N8,UrbanNight Express,Accident,2024-10-14 05:56:00,136,High,1,True
D003899,N21,StarRoute Services,Flooding,2024-11-10 22:00:00,172,Low,15,False
D003900,N12,MidCity Transit,Vehicle Breakdown,2024-10-18 23:44:00,173,Low,17,True
D003901,N2,NightLine Ltd,Road Closure,2024-12-27 04:10:00,162,Low,7,False
D003902,N23,UrbanNight Express,Road Closure,2024-10-14 00:49:00,68,Low,4,True
D003903,N11,MidCity Transit,Vehicle Breakdown,2024-12-08 00:53:00,60,Medium,12,True
D003904,N26,MidCity Transit,Road Closure,2024-11-17 01:41:00,87,Low,11,True
D003905,N28,MidCity Transit,Road Closure,2024-12-03 23:22:00,102,Medium,2,False
D003906,N24,NightLine Ltd,Police Incident,2024-12-05 02:59:00,80,Medium,11,True
D003907,N5,Capital Night Buses,Police Incident,2024-11-26 00:08:00,17,Medium,4,True
D003908,N1,UrbanNight Express,Accident,2024-12-07 23:53:00,107,Medium,19,True
D003909,N26,UrbanNight Express,Police Incident,2024-10-15 23:18:00,163,Medium,3,False
D003910,N13,MidCity Transit,Flooding,2024-11-06 00:53:00,36,Low,19,True
D003911,N21,StarRoute Services,Accident,2024-10-09 03:23:00,116,Medium,1,True
D003912,N14,Capital Night Buses,Police Incident,2024-12-28 01:30:00,21,Low,1,True
D003913,N2,StarRoute Services,Police Incident,2024-10-21 02:12:00,165,High,11,True
D003914,N10,StarRoute Services,Police Incident,2024-11-02 22:57:00,152,Low,19,True
D003915,N13,Capital Night Buses,Special Event,2024-11-25 02:25:00,9,Medium,7,True
D003916,N17,StarRoute Services,Accident,2024-10-07 02:16:00,110,High,2,True
D003917,N28,Capital Night Buses,Police Incident,2024-12-31 02:06:00,22,Medium,8,True
D003918,N14,Capital Night Buses,Special Event,2024-12-06 02:32:00,11,Low,8,True
D003919,N19,UrbanNight Express,Flooding,2024-11-21 22:28:00,143,Low,2,False
D003920,N17,UrbanNight Express,Vehicle Breakdown,2024-11-13 05:28:00,96,Low,14,True
D003921,N21,MidCity Transit,Special Event,2024-10-06 00:13:00,18,Low,18,True
D003922,N23,MidCity Transit,Vehicle Breakdown,2024-12-06 23:36:00,69,High,6,True
D003923,N5,StarRoute Services,Road Closure,2024-11-25 23:16:00,18,Medium,6,False
D003924,N22,Capital Night Buses,Special Event,2024-10-10 23:00:00,80,High,7,True
D003925,N28,NightLine Ltd,Special Event,2024-12-02 00:00:00,15,Low,4,True
D003926,N8,UrbanNight Express,Road Closure,2024-11-05 03:34:00,69,High,6,True
D003927,N21,StarRoute Services,Road Closure,2024-12-11 04:20:00,69,Low,9,True
D003928,N22,MidCity Transit,Special Event,2024-10-17 04:11:00,155,Low,11,True
D003929,N22,StarRoute Services,Flooding,2024-10-06 05:18:00,61,Low,13,True
D003930,N13,StarRoute Services,Road Closure,2024-10-15 03:43:00,102,Low,18,True
D003931,N12,Capital Night Buses,Road Closure,2024-12-17 04:33:00,53,Low,18,True
D003932,N27,Capital Night Buses,Flooding,2024-12-15 23:54:00,15,Medium,19,False
D003933,N20,UrbanNight Express,Vehicle Breakdown,2024-12-03 23:18:00,129,Low,15,False
D003934,N2,MidCity Transit,Police Incident,2024-11-07 01:45:00,96,Low,6,False
D003935,N24,MidCity Transit,Flooding,2024-10-21 01:47:00,75,Medium,7,True
D003936,N14,MidCity Transit,Road Closure,2024-12-31 03:10:00,34,Medium,8,True
D003937,N9,UrbanNight Express,Police Incident,2024-10-02 01:32:00,111,Medium,13,True
D003938,N2,Capital Night Buses,Vehicle Breakdown,2024-11-16 22:27:00,98,Low,18,False
D003939,N12,UrbanNight Express,Flooding,2024-12-14 23:13:00,177,High,13,True
D003940,N8,UrbanNight Express,Vehicle Breakdown,2024-10-27 01:38:00,149,Medium,12,True
D003941,N16,StarRoute Services,Flooding,2024-12-10 04:52:00,142,Low,11,True
D003942,N7,UrbanNight Express,Road Closure,2024-12-25 01:08:00,32,Medium,15,True
D003943,N4,NightLine Ltd,Flooding,2024-10-02 01:05:00,92,Medium,10,True
D003944,N3,MidCity Transit,Police Incident,2024-11-29 03:29:00,20,High,10,True
D003945,N6,MidCity Transit,Road Closure,2024-10-09 05:33:00,14,High,11,False
D003946,N30,StarRoute Services,Special Event,2024-11-07 03:39:00,163,Medium,10,True
D003947,N21,NightLine Ltd,Police Incident,2024-10-22 05:21:00,175,Medium,5,True
D003948,N18,Capital Night Buses,Accident,2024-11-13 05:25:00,90,Low,8,True
D003949,N26,NightLine Ltd,Vehicle Breakdown,2024-12-13 05:30:00,32,Low,8,True
D003950,N24,UrbanNight Express,Special Event,2024-10-19 05:42:00,18,Low,9,True
D003951,N20,Capital Night Buses,Police Incident,2024-11-23 04:52:00,100,Medium,4,True
D003952,N16,Capital Night Buses,Vehicle Breakdown,2024-10-27 23:10:00,98,Medium,9,True
D003953,N12,UrbanNight Express,Road Closure,2024-10-21 00:17:00,72,Medium,7,True
D003954,N21,StarRoute Services,Flooding,2024-12-14 05:08:00,103,Low,8,True
D003955,N7,StarRoute Services,Flooding,2024-10-18 04:44:00,154,Low,5,True
D003956,N28,UrbanNight Express,Flooding,2024-12-10 03:50:00,71,Medium,14,True
D003957,N9,StarRoute Services,Police Incident,2024-12-03 23:35:00,110,Low,9,True
D003958,N16,StarRoute Services,Road Closure,2024-11-15 02:49:00,154,Medium,9,False
D003959,N24,NightLine Ltd,Special Event,2024-10-18 00:00:00,87,High,11,True
D003960,N21,MidCity Transit,Road Closure,2024-11-16 02:40:00,60,High,2,True
D003961,N30,NightLine Ltd,Flooding,2024-10-12 23:53:00,85,Low,12,False
D003962,N30,MidCity Transit,Accident,2024-10-09 22:47:00,146,Low,18,True
D003963,N14,Capital Night Buses,Road Closure,2024-10-04 22:38:00,94,Low,4,True
D003964,N30,StarRoute Services,Police Incident,2024-12-01 04:36:00,44,High,5,True
D003965,N17,UrbanNight Express,Accident,2024-10-23 22:46:00,161,Low,5,True
D003966,N22,UrbanNight Express,Accident,2024-12-12 22:36:00,123,Medium,18,True
D003967,N21,NightLine Ltd,Road Closure,2024-11-01 02:38:00,24,Low,18,True
D003968,N10,StarRoute Services,Accident,2024-11-25 23:48:00,62,Low,8,True
D003969,N26,UrbanNight Express,Police Incident,2024-12-30 23:34:00,14,Low,14,True
D003970,N29,Capital Night Buses,Special Event,2024-11-27 01:30:00,56,Low,8,True
D003971,N26,UrbanNight Express,Special Event,2024-11-29 04:17:00,14,Low,15,True
D003972,N1,Capital Night Buses,Special Event,2024-12-08 04:15:00,25,Low,18,True
D003973,N22,Capital Night Buses,Police Incident,2024-11-19 00:37:00,117,Low,10,True
D003974,N3,StarRoute Services,Accident,2024-12-07 22:36:00,138,Low,5,True
D003975,N2,MidCity Transit,Special Event,2024-11-04 04:44:00,164,Medium,16,True
D003976,N25,NightLine Ltd,Special Event,2024-12-20 04:38:00,142,Low,1,True
D003977,N10,MidCity Transit,Vehicle Breakdown,2024-12-13 04:58:00,76,High,16,True
D003978,N9,Capital Night Buses,Vehicle Breakdown,2024-11-13 23:06:00,62,High,6,True
D003979,N13,NightLine Ltd,Accident,2024-10-14 22:58:00,78,Low,7,True
D003980,N20,MidCity Transit,Special Event,2024-12-06 00:08:00,107,Low,19,True
D003981,N6,NightLine Ltd,Flooding,2024-12-09 22:17:00,135,High,14,True
D003982,N23,UrbanNight Express,Flooding,2024-12-08 23:58:00,123,Low,15,True
D003983,N17,MidCity Transit,Vehicle Breakdown,2024-10-29 23:33:00,60,Low,4,True
D003984,N20,MidCity Transit,Accident,2024-10-15 05:18:00,13,Low,15,True
D003985,N19,UrbanNight Express,Flooding,2024-12-06 02:59:00,154,High,19,True
D003986,N6,MidCity Transit,Road Closure,2024-10-23 03:26:00,144,Medium,11,True
D003987,N4,UrbanNight Express,Flooding,2024-11-15 23:49:00,25,Low,7,True
D003988,N13,MidCity Transit,Police Incident,2024-10-02 01:50:00,107,Low,3,True
D003989,N25,UrbanNight Express,Flooding,2024-10-18 02:06:00,127,Low,11,False
D003990,N30,StarRoute Services,Special Event,2024-12-23 05:25:00,86,Medium,15,True
D003991,N28,MidCity Transit,Flooding,2024-12-31 05:33:00,144,Medium,5,True
D003992,N25,UrbanNight Express,Police Incident,2024-10-23 01:01:00,52,Low,2,True
D003993,N12,MidCity Transit,Accident,2024-12-28 23:24:00,113,Low,16,True
D003994,N1,StarRoute Services,Accident,2024-12-18 22:26:00,37,Low,12,True
D003995,N23,StarRoute Services,Police Incident,2024-10-13 23:23:00,15,High,4,True
D003996,N11,StarRoute Services,Special Event,2024-12-31 23:29:00,81,Low,18,False
D003997,N10,Capital Night Buses,Accident,2024-11-22 22:22:00,163,Medium,15,True
D003998,N20,NightLine Ltd,Police Incident,2024-10-24 04:13:00,101,Medium,15,True
D003999,N19,NightLine Ltd,Accident,2024-11-27 22:09:00,39,Medium,15,True
D004000,N18,NightLine Ltd,Vehicle Breakdown,2024-11-03 22:56:00,111,Low,3,True
D004001,N8,Capital Night Buses,Special Event,2024-12-28 01:19:00,155,Low,1,True
D004002,N2,NightLine Ltd,Flooding,2024-11-04 22:09:00,147,Medium,2,True
D004003,N10,MidCity Transit,Police Incident,2024-10-25 03:39:00,155,Low,1,True
D004004,N16,MidCity Transit,Accident,2024-12-14 05:56:00,148,Low,18,False
D004005,N26,Capital Night Buses,Police Incident,2024-11-30 01:12:00,128,Low,16,False
D004006,N23,StarRoute Services,Road Closure,2024-11-14 05:59:00,9,Medium,18,True
D004007,N6,Capital Night Buses,Road Closure,2024-10-07 22:00:00,78,Medium,4,False
D004008,N19,NightLine Ltd,Accident,2024-10-14 04:02:00,164,Medium,4,True
D004009,N20,NightLine Ltd,Accident,2024-10-11 23:54:00,91,Low,6,True
D004010,N18,Capital Night Buses,Special Event,2024-12-16 00:26:00,38,Medium,9,True
D004011,N20,UrbanNight Express,Road Closure,2024-12-31 02:33:00,18,Medium,2,True
D004012,N21,Capital Night Buses,Accident,2024-11-04 03:35:00,38,Low,13,True
D004013,N10,Capital Night Buses,Accident,2024-12-17 03:30:00,18,Medium,7,False
D004014,N5,UrbanNight Express,Special Event,2024-12-18 03:54:00,20,Low,9,True
D004015,N8,UrbanNight Express,Vehicle Breakdown,2024-11-25 23:44:00,128,Low,13,True
D004016,N14,UrbanNight Express,Vehicle Breakdown,2024-11-30 03:19:00,59,High,13,True
D004017,N3,StarRoute Services,Vehicle Breakdown,2024-12-01 23:47:00,124,Low,18,True
D004018,N29,StarRoute Services,Road Closure,2024-12-31 01:31:00,23,Low,1,True
D004019,N27,UrbanNight Express,Special Event,2024-12-05 00:04:00,159,Low,3,True
D004020,N1,Capital Night Buses,Road Closure,2024-10-13 00:36:00,68,Low,19,False
D004021,N6,NightLine Ltd,Special Event,2024-11-21 00:43:00,68,Low,11,True
D004022,N15,MidCity Transit,Accident,2024-10-04 04:17:00,31,Low,18,True
D004023,N28,StarRoute Services,Vehicle Breakdown,2024-11-16 04:03:00,138,Low,16,False
